competition_name,season_name,competition_short,tournament_id,team,player,position,position_x,position_y,starts,jersey_number,position_order,position_group,general_role,offensive_role,defensive_role,importance_score,importance_tier,strengths,weaknesses,best_role_fits,best_role_fit_scores,role_adjusted_importance_score,xi_number,xi_label,xi_role_label,starts_share
UEFA Euro,2024,Euro,Euro_2024,Germany,Manuel Neuer,Goalkeeper,8.0,40.0,5,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,46.58,Low Usage / Limited Impact,['Balanced goalkeeper profile'],"['Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Progressive Carrier, Ball Winner","57.8, 50.3, 42.2",46.58,1,1. Manuel Neuer | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Joshua Kimmich,Right Back,28.0,68.0,5,6,2,Defender,Tempo Controller,Finisher / Shot Threat,Balanced Defensive Role,86.86,Key Player,"['High shot volume', 'High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","98.5, 91.9, 81.8",86.86,2,2. Joshua Kimmich | Right Back,Tempo Controller | Key Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Antonio Rüdiger,Right Center Back,25.0,52.0,5,2,3,Defender,Tempo Controller,High-Volume Passer,Ball Winner,80.25,Key Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","98.7, 94.4, 86.7",80.25,3,3. Antonio Rüdiger | Right Center Back,Tempo Controller | Key Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Jonathan Tah,Left Center Back,25.0,28.0,4,4,5,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,70.66,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","96.2, 94.7, 61.7",70.66,4,4. Jonathan Tah | Left Center Back,Tempo Controller | Important Player,80.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Maximilian Mittelstädt,Left Back,28.0,12.0,3,18,6,Defender,Progressive Carrier,High-Volume Passer,Ball Winner,79.28,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Balanced Role","89.6, 88.5, 78.3",79.28,5,5. Maximilian Mittelstädt | Left Back,Progressive Carrier | Important Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Robert Andrich,Right Defensive Midfield,45.0,52.0,4,23,9,Midfielder,Tempo Controller,Finisher / Shot Threat,Balanced Defensive Role,78.31,Important Player,['High shot volume'],['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Balanced Role","78.9, 78.5, 78.4",78.31,6,6. Robert Andrich | Right Defensive Midfield,Tempo Controller | Important Player,80.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Toni Kroos,Left Defensive Midfield,45.0,28.0,5,8,11,Midfielder,Tempo Controller,High-Volume Passer,Balanced Defensive Role,83.3,Key Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Pressing Player","99.6, 93.5, 77.0",83.3,7,7. Toni Kroos | Left Defensive Midfield,Tempo Controller | Key Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Germany,İlkay Gündoğan,Center Attacking Midfield,78.0,40.0,5,21,18,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,69.92,Important Player,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Balanced Role","82.0, 71.5, 67.7",69.92,8,8. İlkay Gündoğan | Center Attacking Midfield,Box Threat | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Jamal Musiala,Right Wing,88.0,68.0,3,10,20,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,81.26,Key Player,"['Strong xG generation', 'High shot volume', 'High carry volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Pressing Player","89.5, 84.9, 84.9",81.26,9,9. Jamal Musiala | Right Wing,Box Threat | Key Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Florian Wirtz,Left Wing,88.0,12.0,3,17,21,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,77.36,Important Player,"['High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Progressive Carrier","87.6, 83.1, 77.4",77.36,10,10. Florian Wirtz | Left Wing,Box Threat | Important Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Germany,Kai Havertz,Center Forward,105.0,40.0,5,7,23,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,66.0,Important Player,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","99.5, 67.7, 64.4",66.0,11,11. Kai Havertz | Center Forward,Box Threat | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Hungary,Péter Gulácsi,Goalkeeper,8.0,40.0,3,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,47.66,Low Usage / Limited Impact,['Balanced goalkeeper profile'],['No clear major weakness from selected goalkeeper indicators'],"Tempo Controller, Progressive Carrier, Ball Winner","54.0, 45.9, 45.9",47.66,1,1. Péter Gulácsi | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
UEFA Euro,2024,Euro,Euro_2024,Hungary,Endre Botka,Right Center Back,25.0,52.0,1,21,3,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,60.15,Rotation / Contributor,['Strong ball-winning activity'],"['Limited xG generation', 'Low shot volume']","Ball Winner, Tempo Controller, Pressing Player","75.7, 71.1, 70.6",60.15,2,2. Endre Botka | Right Center Back,Ball Winner | Rotation / Contributor,33.33
UEFA Euro,2024,Euro,Euro_2024,Hungary,Willi Orban,Center Back,25.0,40.0,3,6,4,Defender,Ball Winner,Finisher / Shot Threat,Ball Winner,73.22,Important Player,"['Strong xG generation', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Box Threat, Balanced Role","87.8, 76.2, 75.0",73.22,3,3. Willi Orban | Center Back,Ball Winner | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Hungary,Márton Dárdai,Left Center Back,25.0,28.0,2,24,5,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,50.68,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Pressing Player, Progressive Carrier, Tempo Controller","70.6, 54.6, 48.8",50.68,4,4. Márton Dárdai | Left Center Back,Balanced Role | Rotation / Contributor,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,Bendegúz Bolla,Right Wing Back,38.0,70.0,2,14,7,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,55.59,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Box Threat","80.7, 67.2, 62.2",55.59,5,5. Bendegúz Bolla | Right Wing Back,Pressing Player | Rotation / Contributor,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,Milos Kerkez,Left Wing Back,38.0,10.0,3,11,8,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,46.76,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],"['Limited xG generation', 'Low shot volume']","Ball Winner, Pressing Player, Progressive Carrier","65.3, 62.5, 54.6",46.76,6,6. Milos Kerkez | Left Wing Back,Balanced Role | Low Usage / Limited Impact,100.0
UEFA Euro,2024,Euro,Euro_2024,Hungary,Ádám Nagy,Right Defensive Midfield,45.0,52.0,2,8,9,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,43.16,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","67.3, 48.5, 46.3",43.16,7,7. Ádám Nagy | Right Defensive Midfield,Balanced Role | Low Usage / Limited Impact,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,András Schäfer,Left Defensive Midfield,45.0,28.0,2,13,11,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,76.9,Important Player,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","95.4, 81.8, 79.0",76.9,8,8. András Schäfer | Left Defensive Midfield,Pressing Player | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,Dominik Szoboszlai,Right Attacking Midfield,78.0,52.0,2,10,17,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,85.68,Key Player,"['High shot volume', 'High passing involvement', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Balanced Role, Ball Winner","97.4, 86.4, 86.2",85.68,9,9. Dominik Szoboszlai | Right Attacking Midfield,Box Threat | Key Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,Roland Sallai,Left Attacking Midfield,78.0,28.0,2,20,19,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,75.42,Important Player,"['Strong xG generation', 'High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","95.1, 88.1, 79.3",75.42,10,10. Roland Sallai | Left Attacking Midfield,Box Threat | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Hungary,Barnabás Varga,Center Forward,105.0,40.0,3,19,23,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,58.41,Rotation / Contributor,"['Strong xG generation', 'High pressing activity', 'Strong ball-winning activity']",['Low carry volume'],"Box Threat, Pressing Player, Ball Winner","86.3, 85.8, 80.8",58.41,11,11. Barnabás Varga | Center Forward,Box Threat | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Italy,Gianluigi Donnarumma,Goalkeeper,8.0,40.0,3,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,44.09,Low Usage / Limited Impact,['Balanced goalkeeper profile'],['Limited shot-stopping event volume'],"Tempo Controller, Progressive Carrier, Ball Winner","53.0, 33.1, 30.8",44.09,1,1. Gianluigi Donnarumma | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
UEFA Euro,2024,Euro,Euro_2024,Italy,Giovanni Di Lorenzo,Right Back,28.0,68.0,2,2,2,Defender,Progressive Carrier,High-Volume Passer,Pressing Specialist,78.54,Important Player,"['High passing involvement', 'High carry volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Progressive Carrier, Tempo Controller","89.2, 87.1, 80.9",78.54,2,2. Giovanni Di Lorenzo | Right Back,Progressive Carrier | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Italy,Gianluca Mancini,Right Center Back,25.0,52.0,1,17,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,69.6,Important Player,"['High passing involvement', 'High carry volume']","['Limited xG generation', 'Low shot volume']","Progressive Carrier, Tempo Controller, Pressing Player","91.0, 88.7, 65.9",69.6,3,3. Gianluca Mancini | Right Center Back,Tempo Controller | Important Player,33.33
UEFA Euro,2024,Euro,Euro_2024,Italy,Alessandro Bastoni,Center Back,25.0,40.0,1,23,4,Defender,Tempo Controller,High-Volume Passer,Ball Winner,81.17,Key Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","92.1, 91.2, 80.1",81.17,4,4. Alessandro Bastoni | Center Back,Tempo Controller | Key Player,33.33
UEFA Euro,2024,Euro,Euro_2024,Italy,Riccardo Calafiori,Left Center Back,25.0,28.0,2,5,5,Defender,Tempo Controller,High-Volume Passer,Ball Winner,79.75,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","92.9, 90.4, 89.7",79.75,5,5. Riccardo Calafiori | Left Center Back,Tempo Controller | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Italy,Matteo Darmian,Left Back,28.0,12.0,1,13,6,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,64.66,Rotation / Contributor,"['High passing involvement', 'Strong passing accuracy']",['Limited ball-winning activity'],"Tempo Controller, Progressive Carrier, Pressing Player","82.6, 78.9, 68.3",64.66,6,6. Matteo Darmian | Left Back,Tempo Controller | Rotation / Contributor,33.33
UEFA Euro,2024,Euro,Euro_2024,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,45.0,40.0,2,8,10,Midfielder,Tempo Controller,High-Volume Passer,Pressing Specialist,68.76,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'High pressing activity']","['Limited xG generation', 'Low shot volume']","Tempo Controller, Progressive Carrier, Pressing Player","87.2, 85.5, 82.3",68.76,7,7. Jorge Luiz Frello Filho | Center Defensive Midfield,Tempo Controller | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Italy,Bryan Cristante,Right Center Midfield,60.0,52.0,1,16,12,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,65.33,Important Player,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Box Threat","75.5, 71.8, 63.7",65.33,8,8. Bryan Cristante | Right Center Midfield,Balanced Role | Important Player,33.33
UEFA Euro,2024,Euro,Euro_2024,Italy,Nicolò Barella,Left Center Midfield,60.0,28.0,2,18,14,Midfielder,Tempo Controller,High-Volume Passer,Pressing Specialist,74.58,Important Player,"['High passing involvement', 'High carry volume', 'High pressing activity', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Ball Winner, Progressive Carrier","95.4, 89.6, 86.4",74.58,9,9. Nicolò Barella | Left Center Midfield,Tempo Controller | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Italy,Federico Chiesa,Right Wing,88.0,68.0,2,14,20,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,65.71,Important Player,"['High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Ball Winner","84.3, 79.6, 72.5",65.71,10,10. Federico Chiesa | Right Wing,Box Threat | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Italy,Gianluca Scamacca,Center Forward,105.0,40.0,2,9,23,Forward,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,39.45,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['Limited ball-winning activity'],"Box Threat, Pressing Player, Balanced Role","74.0, 60.6, 39.2",39.45,11,11. Gianluca Scamacca | Center Forward,Balanced Role | Low Usage / Limited Impact,66.67
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Bart Verbruggen,Goalkeeper,8.0,40.0,6,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,53.06,Rotation / Contributor,['Active in recoveries'],"['Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Progressive Carrier, Ball Winner","65.0, 53.4, 50.6",53.06,1,1. Bart Verbruggen | Goalkeeper,Goalkeeper | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Denzel Dumfries,Right Back,28.0,68.0,5,22,2,Defender,Progressive Carrier,High-Volume Passer,Balanced Defensive Role,75.89,Important Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","80.7, 75.6, 73.7",75.89,2,2. Denzel Dumfries | Right Back,Progressive Carrier | Important Player,83.33
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Stefan de Vrij,Right Center Back,25.0,52.0,6,6,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,76.94,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Ball Winner","92.7, 92.1, 73.2",76.94,3,3. Stefan de Vrij | Right Center Back,Tempo Controller | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Virgil van Dijk,Left Center Back,25.0,28.0,6,4,5,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,71.64,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Balanced Role","89.5, 87.1, 63.4",71.64,4,4. Virgil van Dijk | Left Center Back,Tempo Controller | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Nathan Aké,Left Back,28.0,12.0,6,5,6,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,61.48,Rotation / Contributor,['Strong passing accuracy'],['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Ball Winner","79.7, 75.2, 61.7",61.48,5,5. Nathan Aké | Left Back,Balanced Role | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Jerdy Schouten,Right Defensive Midfield,45.0,52.0,5,24,9,Midfielder,Tempo Controller,High-Volume Passer,Ball Winner,71.51,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Tempo Controller, Ball Winner, Progressive Carrier","87.6, 83.0, 82.5",71.51,6,6. Jerdy Schouten | Right Defensive Midfield,Tempo Controller | Important Player,83.33
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Tijjani Reijnders,Left Defensive Midfield,45.0,28.0,4,14,11,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,75.21,Important Player,"['High shot volume', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Tempo Controller","83.3, 82.5, 81.3",75.21,7,7. Tijjani Reijnders | Left Defensive Midfield,Box Threat | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Xavi Simons,Center Attacking Midfield,78.0,40.0,4,7,18,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,70.55,Important Player,['High shot volume'],['No clear major weakness from selected indicators'],"Box Threat, Ball Winner, Progressive Carrier","83.5, 77.1, 73.7",70.55,8,8. Xavi Simons | Center Attacking Midfield,Box Threat | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Steven Bergwijn,Right Wing,88.0,68.0,2,25,20,Forward,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,42.51,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Box Threat","56.2, 48.2, 43.4",42.51,9,9. Steven Bergwijn | Right Wing,Balanced Role | Low Usage / Limited Impact,33.33
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Cody Mathès Gakpo,Left Wing,88.0,12.0,6,11,21,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,63.89,Rotation / Contributor,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","90.2, 72.7, 65.0",63.89,10,10. Cody Mathès Gakpo | Left Wing,Box Threat | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Netherlands,Memphis Depay,Center Forward,105.0,40.0,6,10,23,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,66.7,Important Player,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","98.0, 73.7, 63.9",66.7,11,11. Memphis Depay | Center Forward,Box Threat | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Poland,Wojciech Szczęsny,Goalkeeper,8.0,40.0,2,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,38.1,Low Usage / Limited Impact,['Balanced goalkeeper profile'],"['Low passing accuracy', 'Low clearance activity']","Tempo Controller, Progressive Carrier, Balanced Role","45.1, 43.2, 26.6",38.1,1,1. Wojciech Szczęsny | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,66.67
UEFA Euro,2024,Euro,Euro_2024,Poland,Jan Bednarek,Right Center Back,25.0,52.0,3,5,3,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,54.23,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Tempo Controller, Ball Winner, Balanced Role","67.5, 58.4, 54.9",54.23,2,2. Jan Bednarek | Right Center Back,Balanced Role | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Poland,Paweł Dawidowicz,Center Back,25.0,40.0,2,3,4,Defender,Balanced Role,Balanced Offensive Role,Defensive Contributor,60.96,Rotation / Contributor,['Strong passing accuracy'],['No clear major weakness from selected indicators'],"Tempo Controller, Pressing Player, Progressive Carrier","78.9, 73.7, 63.9",60.96,3,3. Paweł Dawidowicz | Center Back,Balanced Role | Rotation / Contributor,66.67
UEFA Euro,2024,Euro,Euro_2024,Poland,Jakub Piotr Kiwior,Left Center Back,25.0,28.0,3,14,5,Defender,Tempo Controller,High-Volume Passer,Pressing Specialist,75.73,Important Player,"['High passing involvement', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Progressive Carrier","83.9, 78.6, 78.2",75.73,4,4. Jakub Piotr Kiwior | Left Center Back,Tempo Controller | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Poland,Przemysław Frankowski,Right Wing Back,38.0,70.0,3,19,7,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,67.64,Important Player,"['High pressing activity', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Ball Winner, Progressive Carrier","91.6, 83.4, 77.6",67.64,5,5. Przemysław Frankowski | Right Wing Back,Pressing Player | Important Player,100.0
UEFA Euro,2024,Euro,Euro_2024,Poland,Nicola Zalewski,Left Wing Back,38.0,10.0,3,21,8,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,63.09,Rotation / Contributor,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Balanced Role","84.0, 74.7, 63.7",63.09,6,6. Nicola Zalewski | Left Wing Back,Ball Winner | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Poland,Jakub Moder,Center Defensive Midfield,45.0,40.0,1,8,10,Midfielder,Balanced Role,Finisher / Shot Threat,Balanced Defensive Role,70.22,Important Player,['Strong xG generation'],['No clear major weakness from selected indicators'],"Box Threat, Ball Winner, Progressive Carrier","80.8, 78.4, 75.9",70.22,7,7. Jakub Moder | Center Defensive Midfield,Balanced Role | Important Player,33.33
UEFA Euro,2024,Euro,Euro_2024,Poland,Sebastian Szymański,Right Center Midfield,60.0,52.0,2,20,12,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,55.0,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","95.9, 70.3, 60.9",55.0,8,8. Sebastian Szymański | Right Center Midfield,Pressing Player | Rotation / Contributor,66.67
UEFA Euro,2024,Euro,Euro_2024,Poland,Piotr Zieliński,Left Center Midfield,60.0,28.0,2,10,14,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,75.88,Important Player,"['Strong xG generation', 'High shot volume', 'High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Tempo Controller","91.3, 82.9, 73.0",75.88,9,9. Piotr Zieliński | Left Center Midfield,Box Threat | Important Player,66.67
UEFA Euro,2024,Euro,Euro_2024,Poland,Krzysztof Piątek,Right Center Forward,100.0,48.0,1,23,22,Forward,Box Threat,Finisher / Shot Threat,Ball Winner,56.25,Rotation / Contributor,"['Strong xG generation', 'High shot volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","94.3, 78.8, 77.7",56.25,10,10. Krzysztof Piątek | Right Center Forward,Box Threat | Rotation / Contributor,33.33
UEFA Euro,2024,Euro,Euro_2024,Poland,Robert Lewandowski,Left Center Forward,100.0,32.0,1,9,24,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,60.21,Rotation / Contributor,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","97.3, 70.6, 67.5",60.21,11,11. Robert Lewandowski | Left Center Forward,Box Threat | Rotation / Contributor,33.33
UEFA Euro,2024,Euro,Euro_2024,Portugal,Diogo Meireles Costa,Goalkeeper,8.0,40.0,5,22,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,51.72,Rotation / Contributor,['Strong passing accuracy'],"['Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Ball Winner, Progressive Carrier","66.5, 45.0, 42.0",51.72,1,1. Diogo Meireles Costa | Goalkeeper,Goalkeeper | Rotation / Contributor,100.0
UEFA Euro,2024,Euro,Euro_2024,Portugal,João Pedro Cavaco Cancelo,Right Back,28.0,68.0,3,20,2,Defender,Tempo Controller,High-Volume Passer,Ball Winner,76.89,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Tempo Controller","93.5, 91.8, 84.4",76.89,2,2. João Pedro Cavaco Cancelo | Right Back,Tempo Controller | Important Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,25.0,52.0,4,4,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,74.6,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","99.8, 97.3, 64.2",74.6,3,3. Rúben Santos Gato Alves Dias | Right Center Back,Tempo Controller | Important Player,80.0
UEFA Euro,2024,Euro,Euro_2024,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,25.0,28.0,3,3,5,Defender,Tempo Controller,High-Volume Passer,Ball Winner,80.55,Key Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","100.0, 97.3, 97.2",80.55,4,4. Kléper Laveran Lima Ferreira | Left Center Back,Tempo Controller | Key Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Portugal,Nuno Mendes,Left Back,28.0,12.0,3,19,6,Defender,Tempo Controller,Finisher / Shot Threat,Ball Winner,90.65,Key Player,"['Strong xG generation', 'High passing involvement', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Ball Winner, Tempo Controller","99.4, 94.8, 92.3",90.65,5,5. Nuno Mendes | Left Back,Tempo Controller | Key Player,60.0
UEFA Euro,2024,Euro,Euro_2024,Portugal,José Diogo Dalot Teixeira,Right Wing Back,38.0,70.0,2,5,7,Defender,Tempo Controller,Finisher / Shot Threat,Balanced Defensive Role,72.69,Important Player,"['High shot volume', 'High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Box Threat","84.5, 84.0, 73.7",72.69,6,6. José Diogo Dalot Teixeira | Right Wing Back,Tempo Controller | Important Player,40.0
